;rep;fold;RSQ_train;RSQ_test;RSQ_eval;pct_diff_tt;mean_ttdiff_age;mean_ttdiff_sex;mean_ttdiff_bmi;mean_ttdiff_children;mean_ttdiff_smoker;mean_ttdiff_charges
36;3;1;0.841805100440979;0.7670661211013794;0.8355655074119568;0.09743485898228288;-0.002744930211521779;-0.003710651916020602;0.009491975971627875;0.023815314508077057;0.07207020453289092;-0.004327711992725525
37;3;2;0.8353483080863953;0.7836065888404846;0.844831645488739;0.06603022483830023;-0.05773545479901099;0.005527915975677367;-0.0033441844033369472;0.028121196592146624;-0.10880863539445629;-0.08055621425774084
38;3;3;0.8705258369445801;0.8765366077423096;0.8551332950592041;-0.006857409884124976;0.022099746740092074;0.09534691804735607;0.0001887281423926801;-0.060552994519277314;0.1976676074338357;0.06454870467835216
39;3;4;0.8428330421447754;0.7862977981567383;0.8285699486732483;0.07190054979241789;0.010995003983625073;0.019553480227637587;-0.0423724682886919;-0.04381357622498516;-0.08263213583916973;0.011314970240937416
40;4;0;0.828667938709259;0.8495475053787231;0.8427829742431641;-0.024577279713341227;-0.01939217433464835;-0.05843269939152507;0.003964977262521874;0.07159010144084776;-0.1520274732532031;-0.05614030948241999
41;4;1;0.8566083312034607;0.7441887259483337;0.8331888914108276;0.15106330065920925;-0.016771050754659567;-0.07640757958839695;-0.024235869285460954;0.006665390993749076;-0.23621025308241395;-0.043786010335362224
42;4;2;0.8295542001724243;0.8207668662071228;0.8482919931411743;0.010706248420954134;-0.03462719226624;-0.022085704076303503;0.042949588311192555;-0.04408793595474392;0.0026920193552784077;0.006853518045031093
43;4;3;0.8698301315307617;0.7881319522857666;0.8368198871612549;0.10366053426466393;0.04019402118734505;0.1049819800720797;-0.03278334467245991;-0.09780729773401986;0.07709113607990004;-0.022007962368761014
44;4;4;0.8351675868034363;0.8781844973564148;0.8240678906440735;-0.04898391019480719;0.03168917674351435;0.05716685918303055;0.010769010908505905;0.06781389296223317;0.3501233214579338;0.11924912398271714
45;4;0;0.8607905507087708;0.8495475053787231;0.8294268846511841;0.013234157311821537;-0.01939217433464835;-0.05843269939152507;0.003964977262521874;0.07159010144084776;-0.1520274732532031;-0.05614030948241999
46;4;1;0.8375266194343567;0.7441887259483337;0.8136954307556152;0.12542234278956688;-0.016771050754659567;-0.07640757958839695;-0.024235869285460954;0.006665390993749076;-0.23621025308241395;-0.043786010335362224
47;4;2;0.8343716859817505;0.8207668662071228;0.829544186592102;0.01657574194910838;-0.03462719226624;-0.022085704076303503;0.042949588311192555;-0.04408793595474392;0.0026920193552784077;0.006853518045031093
48;4;3;0.8421791791915894;0.7881319522857666;0.8480197191238403;0.06857636814377743;0.04019402118734505;0.1049819800720797;-0.03278334467245991;-0.09780729773401986;0.07709113607990004;-0.022007962368761014
49;4;4;0.8366228938102722;0.8781844973564148;0.8398317098617554;-0.04732673335871318;0.03168917674351435;0.05716685918303055;0.010769010908505905;0.06781389296223317;0.3501233214579338;0.11924912398271714
